Id,Name,FullName
4604,SILK,SilkCoin
6112,SIGU,Singular
200941,SIGT,Signatum
935246,SIG.CUR,Signet Jewelers
867303,SIG,Signal
229420,SIFT,Smart Investment Fund Token
933862,SIERRA,Sierracoin
903811,SIC,Swisscoin
20745,SIB,SibCoin
931476,SHX,Stronghold Token
782954,SHPING,Shping Coin
776896,SHOW,ShowCoin
935266,SHOP.CUR,Shopify Cl A Sub Vtg
659488,SHND,StrongHands
4603,SHLD,ShieldCoin
890083,SHL,Oyster Shell
830983,SHIP,ShipChain
38307,SHIFT,Shift
925643,SHE,Shine Chain
28890,SH,Shilling
925873,SGR,Sogur Currency
925623,SGP,SGPay
715817,SGN,Signals Network
693690,SFU,Saifu
44952,SFC,Solarflarecoin
930671,SERV,Serve
131112,SEQ,Sequence
932627,SEOS,Smart Eye Operating System
718363,SENT,Sentinel
305252,SENSE,Sense Token
861348,SENC,Sentinel Chain
863210,SEM,Semux
922767,SEER,SEER
926123,SEED,Superbloom
937125,SEAL,Seal Finance
932839,SEA,Second Exchange Alliance
674829,SDRN,Senderon
30019,SDP,SydPakCoin
935071,SDC.CUR,SmileDirectClub Inc
4600,SDC,ShadowCash
936987,SCRT,Secret
920190,SCRL,Scroll
933716,SCRIV,SCRIV
929387,SCRIBE,Scribe Network
20342,SCOT,Scotcoin
187431,SCORE,Scorecoin
28880,SCN,Swiscoin
255254,SCL,Sociall
922214,SCC,StockChain Coin
932959,SCAP,SafeCapital
935318,SBUX.CUR,Starbucks Corp
935320,SBER.CUR,Sberbank of Russia GDR
4599,SBC,StableCoin
28770,SANDG,Save and Gain
177863,SAN,Santiment
314580,SALT,Salt Lending
921680,SAL,SalPay
769546,SAI,SAI
935518,SAGE.CUR,"Sage Therapeutics, Inc."
659724,SAGA,SagaCoin
20594,SAFEX,SafeExchangeCoin
912894,SAFE,SafeCoin
339804,RYZ,Anryze
915370,RYO,Ryo
176280,RVT,Rivetz
18180,RVR,Revolution VR
372608,RUPX,Rupaya
345801,RUP,Rupee
918974,RTE,Rate3 
887741,RTB,AB-CHAIN
935298,RSV,Reserve
898340,RST,REGA Risk Sharing Token
925305,RRC,Recycling Regeneration Chain
793802,RPUT,Robin8 Profile Utility Token
917365,RPM,Render Payment
922003,RPL,RocketPool
933867,RPD,Rapids
4594,RPC,RonPaulCoin
30386,ROYAL,RoyalCoin
832783,ROX,Robotina
43604,ROUND,RoundCoin
194906,ROOTS,RootProject
28326,ROOT,RootCoin
932566,RON,RON
935096,ROKU.CUR,"Roku, Inc."
901762,ROC,Rasputin Online Coin
925693,ROBET,RoBet
935348,RNX,ROONEX
848115,RNTB,BitRent
921526,RNT,OneRoot Network
57471,RNS,RenosCoin
935538,RNO.CUR,Renault Par
925830,RMESH,RightMesh
935410,RMD.CUR,Resmed
441616,RLX,Relex
801429,RKT,Rock Token
194924,RKC,Royal Kingdom Coin
238571,RIYA,Etheriya
22015,RISE,Rise
398126,RIPT,RiptideCoin
4593,RIPO,RipOffCoin
936758,RIO,Realio Network
928499,RIF,RIF Token
42344,RIDE,Ride My Car
4352,RIC,Riecoin
434666,RHOC,RChain
935087,RH.CUR,Rh
927274,RF,Raido Financial
310589,REX,Imbrex
345420,REV,Revain
931687,RET,RealTract
932984,RES,Resistance
719307,REPUX,Repux
898411,REPO,Repo Coin
936208,RENBTC,renBTC 
625010,REM,REMME
731629,REF,RefToken
22418,REE,ReeCoin
922717,RED,Red Community Token
322013,REC,Regalcoin
370889,REBL,REBL
198490,REAL,REAL
362039,REA,Realisto
929740,RDT,Reindeer
4592,RDD,Reddcoin
922623,RDC,Ordocoin
749006,RCT,RealChain
196591,RCC,Reality Clash
37361,RC,Russiacoin
5316,RBY,RubyCoin
73143,RBX,RiptoBuX
928204,RBTC,Smart Bitcoin
8695,RBT,Rimbit
769460,RAVE,Ravelous
931121,RATING,DPRating
67462,RAIN,Condensate
15870,RADS,Radium
935111,R.R.CUR,Ryder System
915412,QWC,Qwertycoin
205980,QVT,Qvolta
928960,QUSD,QUSD
934374,QUROZ,Qfora
4349,QTL,Quatloo
6095,QSLV,Quicksilver coin
935254,QRVO.CUR,"Qorvo, Inc."
127667,QRL,Quantum Resistant Ledger
4351,QRK,QuarkCoin
930522,QQQ,Poseidon Network
5314,QORA,QoraCoin
925316,QNTU,Quanta
935399,QCOM.CUR,QUALCOMM Inc
7650,QCN,Quazar Coin
932022,QCH,QChi
930549,QBIT,Qubitica
716795,QBAO,Qbao
170958,QAU,Quantum
638297,Q2C,QubitCoin
935467,PYPL.CUR,PayPal Holdings
718673,PYLNT,Pylon Network
20580,PXL,Phalanx
15274,PXI,Prime-X1
928354,PXG,PlayGame
4590,PXC,PhoenixCoin
20236,PWR,PWR Coin
23737,PUT,PutinCoin
799869,PUSHI,Pushi
370535,PURE,Pure
374031,PURA,Pura
928588,PTT,Pink Taxi Token
129035,PTOY,Patientory
935258,PTON.CUR,Peloton Interactive Inc
930674,PTON,Foresting
932930,PTN,PalletOneToken
936821,PTF,PowerTrade Fuel
935511,PTEN.CUR,"Patterson-UTI Energy, Inc."
5317,PTC,PesetaCoin
925326,PSM,Prasm
924897,PSK,Pool of Stake
819787,PSD,Poseidon
932997,PSC,PSC Token
29041,PSB,PesoBit
43998,PRX,Printerium
931073,PRS,PressOne
936197,PRQ,PARSIQ
715622,PRPS,Purpose
28431,PROUD,PROUD Money
876257,PROTON,Proton
931918,PROT,PROT
71334,PROC,ProCurrency
257772,PRIX,Privatix
225764,PRG,Paragon
763700,PRFT,Proof Suite Token
932686,PRCM,Precium
3638,PRC,ProsperCoin
925159,PRA,ProChain
935761,PQT,Prediqt
29348,PPY,Peerplays
927626,PPS,PopulStay
327500,PPP,PayPie
2349,PPC,PeerCoin
932951,PP,ProducePay Chain
4587,POT,PotCoin
937187,POST,InterPlanetary Search Engine
907721,POSQ,Poseidon Quark
370825,POS,PoSToken
934387,PORTAL,Portal
586409,POP,PopularCoin
319130,POLL,ClearPoll
188811,POE,Po.et
934008,POCC,POC Chain
793845,POA,Poa Network
912889,PNY,Peony Coin
586567,PNX,PhantomX
931914,PNK,Kleros
37366,PND,PandaCoin
901954,PMNT,Paymon
935752,PMGT,Perth Mint Gold Token
412081,PLX,PlexCoin
909414,PLUS1,PlusOneCoin
907167,PLURA,PluraCoin
42837,PLU,Pluton
184298,PLR,Pillar
34493,PLNC,PLNCoin
380571,PLC,PlusCoin
171884,PLBT,Polybius
369251,PLAY,HEROcoin
930088,PLAT,Platinum
932397,PLAC,PLANET
925240,PLA,PlayChip
344086,PKT,Playkey
8764,PKB,ParkByte
25830,PIZZA,PizzaCoin
931674,PIXEL,Piction Network
223283,PIX,Lampix
42433,PIVX,Private Instant Verified Transaction
922261,PITCH,PITCH
355019,PIRL,Pirl
928223,PIRATE,PirateCash
932200,PIPL,PiplCoin
5374,PINK,PinkCoin
177503,PING,CryptoPing
7577,PIGGY,Piggy Coin
45832,PIE,Persistent Information Exchange
936592,PICKLE,Pickle Finance
931912,PIB,Pibble
903863,PI,PCHAIN
341267,PHX,Red Pulse Phoenix
931226,PHV,PATHHIVE
77337,PHR,Phreak
608140,PHO,Photon
935363,PHNX,PhoenixDAO
901929,PHI,PHI Token
860938,PHC,Profit Hunters Coin
843333,PGN,Pigeoncoin
409155,PFR,PayFair
935315,PFE.CUR,Pfizer Inc
936177,PERX,PeerEx Network
933725,PEPS,PEPS Coin
42663,PEPECASH,Pepe Cash
20825,PEPE,PepeCoin
935311,PEP.CUR,Pepsico
876093,PENTA,Penta
933869,PENG,PENG
22352,PDC,Project Decorum
694199,PCOIN,Pioneer Coin
919014,PCO,Pecunio
878206,PCL,Peculium
925256,PCH,POPCHAIN
925479,PCCM,Poseidon Chain
929576,PCC,PCORE
931821,PC,Promotion Coin
935243,PBYI.CUR,"Puma Biotechnology, Inc."
84232,PBT,Primalbase
402980,PBL,Pebbles
935230,PBF.CUR,Pbf Energy Cl A
935754,PAZZI,Paparazzi
935359,PAXGBULL,3X Long PAX Gold Token
935360,PAXGBEAR,3X Short PAX Gold Token
932177,PAXG,PAX Gold
922584,PAXEX,PAXEX
862146,PAT,PATRON
925433,PASS,Blockpass
50754,PASL,Pascal Lite
40811,PASC,Pascal Coin
191116,PART,Particl
763768,PARETO,Pareto Network Token
883061,PAL,PolicyPal Network
17006,PAK,Pakcoin
44003,PAC,PAC Global
242873,OXY,Oxycoin
928660,OX,betbox
930499,OWN,OWNDATA
889045,OWD,Owlstand
928405,OWC,Oduwa
932133,OVC,OVCODE
188294,OTX,Octanox
370726,OTN,Open Trading Network
935493,OSTK.CUR,"Overstock.com, Inc."
931910,OSC,iOscar
41122,OS76,OsmiumCoin
863174,ORS,ORS Group
932720,OROX,Cointorox
301112,ORME,Ormeus Coin
928356,ORM,ORIUM
22258,ORLY,OrlyCoin
766681,ORI,Origami
935523,ORCL.CUR,Oracle
4583,ORB,Orbitcoin
936410,OPTC,Open Predict Token
197054,OPT,Opus
718435,OPC,OP Coin
903703,OOT,Utrum
201676,ONX,Onix
931228,ONOT,ONO
684364,ONL,On.Live
198967,ONION,DeepOnion
428300,ONG,SoMee.Social
935275,ONEM.CUR,1Life Healthcare Inc
22441,OMNI,Omni
933736,OMEGA,OMEGA
5365,OMC,OmniCron
920779,OLT,OneLedger
925133,OLE,Olive
20640,OLDSF,OldSafeCoin
839311,OKOIN,OKOIN
935444,OKBBULL,3X Long OKB Token
935443,OKBBEAR,3X Short OKB Token
17857,OK,OKCash
936387,OIN,OIN Finance
935540,OHL.CUR,"Obrascón Huarte Lain, S.A."
935323,OGZD.CUR,Gazprom PJSC ADR
925231,OGT,One Game
930727,OGO,Origo
932821,OFBC,OneFinBank Coin
319075,ODN,Obsidian
890624,ODE,ODEM 
932629,ODC,Overseas Direct Certification
937130,OCTO,OctoFi
909342,OCT,OracleChain
214738,OCL,Oceanlab
935505,OCFT.CUR,OneConnect
930921,OCC,Octoin Coin
5357,OC,OrangeCoin
15323,OBITS,Obits Coin
935255,OAS.CUR,Oasis Petroleum
869101,OAK,Acorn Collective
867958,NZL,Zealium
934415,NZDX,eToro New Zealand Dollar
935204,NZD.CUR,New Zealand Dollar
247232,NYC,NewYorkCoin
4581,NYAN,NyanCoin
6103,NXS,Nexus
936122,NXM,NXM
35678,NXC,Nexium
907205,NWCN,NowCoin
4579,NVC,NovaCoin
936649,NUTS,Squirrel Finance
925580,NUSD,Nomin USD
616932,NTWK,Network Token
5301,NTRN,Neutron
41819,NTCC,NeptuneClassic
932182,NSS,NSS Coin
5295,NSR,NuShares
930124,NSD,Nasdacoin
928390,NRP,Neural Protocol
4576,NRB,NoirBits
187015,NPX,Napoleon X
925242,NPER,NPER
34491,NPC,NPCcoin
779335,NOX,NITRO
926422,NOW,NOW Token
5322,NOTE,Dnotes
933877,NOR,Noir
917426,NOM,Finom NOM Token
861276,NOKU,NOKU Master token
922838,$NOBS,No BS Crypto
4577,NOBL,NobleCoin
882302,NOAH,NOAHCOIN
930923,NNB,NNB Token
607521,NMS,Numus
4580,NMC,Namecoin
5315,NLG,Gulden
195018,NLC2,NoLimitCoin
29010,NLC,NoLimitCoin
935240,NL25.CUR,Amsterdam Exchange Index 25
935272,NKTR.CUR,Nektar Therapeutics
935082,NKE.CUR,NIKE Inc
21710,NKC,Nukecoinz
7559,NKA,IncaKoin
917249,NIX,NIX
934326,NII,nahmii
466339,NGC,NagaCoin
935404,NFLX.CUR,Netflix
848051,NEXT,Next.exchange Token
934745,NEWS,CryptoNewsNet
933699,NEWOS,NewsToken
380794,NEWB,Newbium
21669,NEVA,NevaCoin
372377,NEU,Neumark
53174,NETKO,Netko
935492,NET.CUR,Cloudflare Inc.
4574,NET,NetCoin
5370,NEOS,NeosCoin
370947,NEOG,NEO Gold
935489,NEM.CUR,Newmont Mining
933733,NEET,Neetcoin
935485,NEE.CUR,Nextera Energy
777007,NEC,Ethfinex Nectar Token
20980,NEBU,Nebuchadnezzar
935018,NDN,NDN Link
188787,NDC,NeverDie
864038,NCT,PolySwarm
902616,NCP,Newton Coin
935500,NCLH.CUR,Norwegian Cruise Line Holdings Ltd.
929933,NCC,NeuroChain
792548,NCASH,Nucleus Vision
5287,NBT,NuBits
769415,NBR,Niobio Cash
903748,NBC,Niobium
879035,NBAI,Nebula AI
780767,NAVI,NaviAddress
4571,NAV,NavCoin
4570,NAUT,Nautilus Coin
931678,NAT,Natmin
922271,NANJ,NANJCOIN
348289,NAMO,NamoCoin
933559,N8V,NativeCoin
934371,MZK,Muzika Network
4568,MZC,MazaCoin
179345,MYB,MyBit
936903,MXT,MixTrust
929811,MXM,Maximine
732161,MXAI,Matrix AI Network
916702,MVP,Merculet
928103,MVL,MVL
53950,MUSIC,Musicoin
909304,MUSE,Muse
764438,MUN,MUNcoin
22325,MUE,MonetaryUnit
25820,MUDRA,MudraCoin
935527,MU.CUR,"Micron Technology, Inc."
257110,MTX,Matryx
930712,MTV,MultiVAC
5340,MTR,MasterTraderCoin
313967,MTN,TrackNetToken
208914,MTH,Monetha
927207,MTCN,Multiven
925783,MTCMN,MTC Mesh
935206,MTCH.CUR,"Match Group, Inc."
885599,MTC,DOCADEMIC
935917,MTA,Meta
28219,MST,MustangCoin
198408,MSP,Mothership
935265,MSFT.CUR,Microsoft
926121,MSD,MSD
5394,MSC,MasterCoin
221349,MRV,Macroverse
75475,MRT,MinersReward
930916,MRS,Marginless
892731,MRPH,Morpheus Network
935393,MRK.CUR,Merck & Co Inc
887531,MRK,MARK.SPACE
932874,MPL,M+Plus
41592,MOTO,Motocoin
716659,MOT,Olympus Labs
934336,MORE,More Coin
4346,MOON,MoonCoin
931565,MONT,Monarch Token
675134,MONK,Monkey Project
35681,MONEY,MoneyCoin
935273,MOMO.CUR,Momo Inc.
926114,MOLK,Mobilink Token
928696,MOL,Molecule
21232,MOJO,Mojocoin
20744,MOIN,MoinCoin
932399,MOGU,Mogu
345510,MOD,Modum
933892,MOCO,MoCo
202706,MOBI,Mobius
208001,MNY,Monkey
389849,MNX,MinexCoin
240322,MNTP,GoldMint
866622,MNRB,MoneyRebel
935262,MNK.CUR,Mallinckrodt
84831,MNE,Minereum
15888,MND,MindCoin
929223,MNC,MainCoin
5326,MMXIV,MaieutiCoin
931908,MMT,Master MIX Token
916695,MMO,MMOCoin
23425,MMNXT,MMNXT 
932990,MLGC,Marshal Lion Group Coin
933668,MKEY,MEDIKEY
935531,MJ.CUR,ETFMG Alternative Harvest ETF
930682,MIX,MIXMARVEL
879004,MITX,Morpheus Infrastructure Token
932576,MISS,MISS
930956,MIR,MIR COIN
845211,MIO,Miner One token
4562,MINT,MintCoin
235021,MINEX,Minex
931011,MIN,MINDOL
7581,MIL,Milllionaire Coin
935442,MIDBULL,3X Long Midcap Index Token
935441,MIDBEAR,3X Short Midcap Index Token
915386,MIC,Mindexcoin
925531,MIB,Mobile Integrated Blockchain
12225,MI,XiaoMiCoin
932792,MGX,MargiX
531426,MGO,MobileGo
935379,MGM.CUR,MGM Resorts International
683500,MFG,SyncFab
932180,MEXC,MEXC Token
932013,MEX,MEX
925936,METM,MetaMorph
933590,MESH,MeshBox
931474,MESG,MESG
933873,MERI,Merebel
61138,MER,Mercury
936841,MEME,Meme
33393,MEGA,MegaFlash
916795,MEDX,Medibloc
855870,MEDIC,MedicCoin
542140,MEDIB,MediBloc
233044,MEDI,MediBond
4560,MED,MediterraneanCoin
4559,MEC,MegaCoin
932967,MDM,Medium
755707,MDCL,Medicalchain
753511,MCT,1717 Masonic Commemorative Token
67430,MCRN,MacronCoin
338415,MCI,Musiconomi
935420,MCD.CUR,McDonald's
932160,MCC,Magic Cube Coin
936005,MCB,MCDEX
131154,MCAP,MCAP
935536,MC.CUR,Lvmh Moet Hennessy Louis Vuitton Se
221350,MBRS,Embers
937132,MBN,Mobilian Coin
920276,MBLC,Mont Blanc
180539,MBI,Monster Byte Inc
932186,MB,MineBee
348094,MAY,Theresa May Coin
4558,MAX,MaxCoin
935424,MATICBULL,3X Long Matic Token
935425,MATICBEAR,3X Short Matic Token
936465,MATH,MATH
320036,MAT,MiniApps
931062,MAS,Midas Protocol
5363,MARYJ,MaryJane Coin
43818,MARX,MarxCoin
6109,MARS,MarsCoin 
12223,MAPC,MapCoin
404752,MAG,Magnet
935329,MAC.CUR,Macerich
935537,MA.CUR,Mastercard Inc
935105,M.CUR,Macys
907677,LYNX,Lynx
767260,LYM,Lympo
935388,LYFT.CUR,LYFT
4556,LXC,LibrexCoin
935524,LX.CUR,LexinFintech Holdings Ltd.
927462,LVX,Level01
351720,LUX,LUXCoin
67447,LUN,Lunyr
694313,LUC,Play 2 Live
522090,LTHN,Lethean
409422,LTG,LiteCoin Gold
531408,LTCU,LiteCoin Ultra
38370,LTCR,LiteCreed
4554,LTCD,LitecoinDark
934287,LTCBULL,3X Long Litecoin Token
934288,LTCBEAR,3X Short Litecoin Token
933495,LTBX,Litbinex Coin
5369,LTBC,LTBCoin
4553,LTB,Litebar 
932813,LT,Loctite Assets Token
920896,LST,Lendroid Support Token
926393,LQDN,Liquidity Network
926589,LPT,Livepeer
931905,LPK,Kripton
936730,LOT,Lukki Operating Token
935014,LOON,Loon Network
902527,LOKI,Loki
931713,LOCUS,Locus Chain
517896,LOCK,LockTrip
404890,LOCI,LociCoin
932785,LOBS,Lobstex
892657,LNKC,Linker Coin
238622,LNK,Ethereum.Link
866546,LND,Lendingblock
676288,LNC,Blocklancer
70469,LMC,LomoCoin
933628,LM,LM Token
935268,LLY.CUR,Eli Lilly & Co
4551,LKY,LuckyCoin
932704,LKU,Lukiu
935519,LKOD.CUR,Lukoil PJSC ADR
931903,LKN,LinkCoin Token
130939,LKK,Lykke
890043,LIVE,Live Stars
928186,LIT,Lithium
23423,LIR,Let it Ride
848906,LION,CoinLion
253667,LINX,Linx
935358,LINKBULL,3X Long Chainlink Token
935357,LINKBEAR,3X Short Chainlink Token
932714,LINKA,LINKA
196541,LINDA,Metrix
930883,LINA,Lina
4354,LIMX,LimeCoinX
922038,LIKE,LikeCoin
932691,LIGHT,LightChain
381189,LIFE,LIFE
866491,LIF,Winding Tree
936346,LIEN,lien
750272,LHC,LHCoin
935099,LHA.CUR,Deutsche Lufthansa AG
767363,LGR,Logarithm
710370,LGO,Legolas Exchange
66259,LGD,Legends Cryptocurrency
332804,LEV,Leverj
935447,LEOBULL,3X Long LEO Token
935448,LEOBEAR,3X Short LEO Token
418778,LEND,Aave
931140,LEMO,LemoChain
831932,LEDU,Education Ecosystem
789144,LEAF,LeafCoin
30117,LEA,LeaCoin
5339,LDOGE,LiteDoge
409363,LDM,Ludum token
732021,LDC,LeadCoin
934344,LCX,LCX
779599,LCWP,LiteCoinW Plus
688295,LCT,LendConnect
667139,LCP,Litecoin Plus
680484,LCK,Luckbox
783320,LCC,LitecoinCash
378830,LCASH,LitecoinCash
25916,LC,Lutetium Coin
933657,LBXC,LUX BIO EXCHANGE COIN
247246,LBTC,LiteBitcoin
932548,LBK,LBK
23432,LBC,LBRY Credits
935488,LB.CUR,L Brands
849939,LATX,LatiumX
30544,LANA,LanaCoin
831848,LALA,LaLa World
929291,LABX,Stakinglab
184163,LA,LATOKEN
935354,KVI,KVI Chain
929182,KUV,Kuverit
42687,KUSH,KushCoin
34602,KURT,Kurrent
926296,KUE,Kuende
936041,KTON,Darwinia Commitment Token
5311,KTK,KryptCoin
928567,KSS,Krosscoin
933539,KSH,Kahsh
931899,KSC,KStarCoin
247703,KRONE,Kronecoin
877048,KRL,Kryll
777643,KREDS,KREDS
28154,KRB,Karbo
20822,KR,Krypton
928032,KOTO,Koto
5318,KORE,Kore
339431,KOLION,Kolion
933537,KOK,KOK Coin
3642,KOBO,KoboCoin
935409,KO.CUR,Coca-Cola
812669,KNW,Knowledge
931058,KNT,Knekted
928443,KMX,KiMex
517193,KLKS,Kalkulus
33405,KLC,KiloCoin
936979,KING,KingSwap
810794,KIND,Kind Ads
202849,KICK,KickToken
935224,KHC.CUR,The Kraft Heinz Company
4547,KGC,KrugerCoin
916860,KETAN,Ketan
883514,KEP,Kepler
205967,KEN,Kencoin
368743,KEK,KekCoin
935831,KEEP,Keep Network
42435,KED,Klingon Empire Darsek
890623,KEC,KEYCO
935350,KDAG,King DAG
674980,KBR,Kubera Coin
934062,KBOT,Korbot
916868,KBC,Karatgold coin
777407,KB3,B3Coin
57705,KAYI,Kayı
930794,KAT,Kambria
933997,KAM,BitKAM
935236,JWN.CUR,Nordstrom
27674,JWL,Jewels
876359,JUMP,Jumpcoin
4544,JUDGE,JudgeCoin
924231,JSE,JSEcoin
936303,JRT,Jarvis Reward Token
935508,JPM.CUR,JPMorgan Chase
920327,JOINT,Joint Ventures
400702,JNT,Jibrel Network Token
935507,JNJ.CUR,Johnson & Johnson
934019,JMT,JMTIME
927952,JMC,Junson Ming Chan Coin
771061,JEW,Shekel
666891,JET,Jetcoin
930959,JCT,Japan Content Token
4542,JBS,JumBucks Coin
931102,JAR,Jarvis+
819799,J8T,JET8
5335,J,JoinCoin
932125,IZI,IZIChain
934623,IZER,IZEROIUM
141171,IXT,iXledger
4541,IXC,IXcoin
929741,IX,X-Block
890611,IVY,IvyKoin
925655,IVN,IVN Security
709089,ITZ,Interzone
893485,ITM,intimate.io
893326,ITL,Italian Lira
935257,IT40.CUR,FTSE Borsa Italiana Index 40
925093,ISR,Insureum
6094,ISL,IslaCoin
660438,IRL,IrishCoin
935319,IRBT.CUR,iRobot Corporation
911125,IQN,IQeon
934592,IQC,IQ.cash
933513,IPX,Tachyon Protocol
844540,IPSX,IP Exchange
718398,IPL,InsurePal
776863,IPC,IPChain
935325,IP.CUR,International Paper
930540,IOWN,iOWN Token
927406,IOUX,IOU
77286,IOU,IOU1
42596,IOP,Internet of People
20591,ION,Ionomy
933626,IOEX,ioeX
4540,IOC,IOCoin
344988,INXT,Internxt
936412,INXP,Insight Protocol
936824,INX,INX Token
935211,INTC.CUR,Intel Corporation
917238,INSUR,InsurChain Coin
819702,INSTAR,Insights Network
105284,INSN,Insane Coin
33017,INSANE,InsaneCoin
934249,INS,Insolar (Old Chain) 
374211,INN,Innova
674918,INK,Ink
750134,ING,Iungo
20446,INFX,Influxcoin
931890,INFT,Infinito
930885,INFC,Influence Chain
930847,INE,IntelliShare
351078,INDI,IndiCoin
185953,IND,Indorse
935212,INCY.CUR,Incyte Corporation
35823,INCNT,Incent
930833,INB,Insight Chain
58121,IMX,Impact
708401,IMVR,ImmVRse
925671,IMT,MoneyToken
68093,IMS,Independent Money System
931231,IMPT,Ether Kingdoms Token
44007,IMPCH,Impeach
769483,ILT,iOlite
914975,ILK,Inlock
75440,ILC,ILCOIN
934389,IIC,Intelligent Investment Chain
831814,IHT,I-House Token
925618,IHF,Invictus Hyperion Fund
925318,IG1,IG Token 
935269,IFX.CUR,Infineon Technologies AG
185669,IFT,InvestFeed
32775,IFLT,InflationCoin
4539,IFC,Infinite Coin
667344,IETH,iEthereum
920342,IDXM,IDEX Membership
929180,IDT,InvestDigital
932194,IDRT,Rupiah Token
935701,IDK,IDK
933624,IDHUB,IDHUB
708873,IDH,IndaHash
907268,ICST,ICST
935252,ICPT.CUR,"Intercept Pharmaceuticals, Inc."
207775,ICOS,ICOBox
199363,ICOO,ICO OpenLedger
34499,ICOB,Icobid
25921,ICN,Iconomi
928902,ICHX,IceChain
199004,ICE,iDice
849815,IC,Ignition
934653,IBVOL,1x Short BTC Implied Volatility Token
935114,IBM.CUR,International Business Machines Corp
23745,IBANK,iBankCoin
16123,I0C,I0coin
5312,HZ,Horizon
5371,HYPER,HyperCoin
4537,HYP,HyperStake
41868,HXX,HexxCoin
931542,HXRO,Hxro
890817,HWC,HollyWoodCoin
179329,HVN,Hiveterminal Token
933919,HUSL,Hustle Token
33460,HUSH,Hush
932285,HUSD,HUSD
849743,HUR,Hurify
934381,HUNT,HUNT
931691,HUM,Humanscape
4535,HUC,HunterCoin
84752,HTML5,HTML5 Coin
598428,HTML,HTML Coin
20153,HTC,Hitcoin
935450,HTBULL,3X Long Huobi Token Token
935449,HTBEAR,3X Short Huobi Token Token
374246,HST,Decision Token
919094,HSC,HashCoin 
929687,HRD,Hoard
176336,HRB,Harbour DAO
926034,HQT,HyperQuant
62659,HPC,HappyCoin
890645,HOT,Hydro Protocol
716736,HORSE,Ethorse 
850875,HOLD,HOLD
18670,HODL,HOdlcoin
932762,HNB,HashNet BitEco
72438,HMQ,Humaniq
20655,HMP,HempCoin
935464,HMI.CUR,Huami Corporation
836331,HMC,Hi Mutual Society
931171,HLT,HyperLoot
781729,HLP,Purpose Coin
925805,HLM,Helium
925576,HLD,HyperLending
749620,HLC,Qitmeer
517775,HKN,Hacken
198458,HIRE,HireMatch
933595,HINT,Hintchain
234508,HGT,Hello Gold
936549,HGET,Hedget
930179,HET,HavEther
905744,HERO,Hero
928134,HERB,HerbCoin
897513,HER,Hero Node
928755,HEDG,HedgeTrade
25917,HEAT,Heat Ledger
924722,HEAL,Etheal
237407,HDG,Hedge Token
924979,HDAC,Hdac
247391,HBT,Hubii Network
4534,HBN,HoboNickels
936638,HBC,Hybrid Bank Cash
911095,HB,HeartBout
563196,HAT,Hawala.Exchange
925834,HAND,ShowHand
922220,HALO,Halo Platform
29552,HALLO,Halloween Coin
4533,HAL,Halcyon
936301,HAKKA,Hakka Finance
321347,HAC,Hackspace Capital
310867,H2O,Hydrominer
934322,GZE,GazeCoin
679646,GX,GameX
935260,GWPH.CUR,GW Pharmaceuticals PLC
929178,GVE,Globalvillage Ecosystem
67096,GUP,Guppy
185625,GUNS,GeoFunders
645936,GUN,GunCoin
327608,GUESS,Peerguess
932979,GTSE,Global Tourism Sharing Ecology
922068,GTK,GoToken
667239,GTC,Game
935282,GT.CUR,The Goodyear Tire & Rubber Company
5397,GSX,GlowShares
929241,GST,GameStars
933746,GSR,GeyserCoin
931052,GSE,GSENetwork
884902,GSC,Global Social Chain
439136,GRX,Gold Reward Token
207931,GRWI,Growers International
74894,GRW,GrowthCoin
935232,GRUB.CUR,Grubhub
929758,GRT,GoRecruit
931450,GRN,GreenPower
935380,GRMN.CUR,Garmin Ltd.
902463,GRMD,GreenMed
7592,GRM,GridMaster
718975,GRLC,Garlicoin
385907,GRID,Grid+
5375,GRE,GreenCoin
5309,GRC,GridCoin
20650,GPU,GPU Coin
935226,GPS.CUR,"The Gap, Inc."
935259,GPRO.CUR,GoPro Inc
7625,GP,GoldPieces
931888,GOT,ParkinGo
20585,GOST,SoulCoin
933840,GOSS,GOSSIP-Coin
935501,GOOGL.CUR,Alphabet Inc
934313,GOM2,GoMoney2
40806,GOLOS,Golos
934431,GOLDX,eToro Gold
850825,GOAL,Goal Bonanza
931402,GNY,GNY
30521,GNJ,GanjaCoin V2
388042,GMT,Mercury Protocol
750091,GMR,Gimmer
5388,GMC,Gridmaster
930914,GMB,GMB
931689,GMAT,GoWithMi
4530,GLYPH,GlyphCoin
449614,GLT,GlobalToken
934217,GLS,Golos Blockchain
935514,GLPG.CUR,Galapagos NV
932834,GLOS,GLOS
6393,GLOBE,Global
925018,GLDR,Golder Coin
4528,GLD,GoldCoin
4527,GLC,GlobalCoin
318704,GLA,Gladius
21378,GIZ,GIZMOcoin
933687,GIX,GoldFinX
933844,GIO,Graviocoin
892475,GIN,GINcoin
243079,GIM,Gimli
935376,GILD.CUR,Gilead Sciences
911139,GIC,Giant
933672,GIB,Bible Coin
936615,GHST,Aavegotchi
935296,GHOST,GhostbyMcAfee
180716,GGS,Gilgam
935369,GGOLD,GramGold Coin
935024,GGC,Global Game Coin
934011,GFUN,GoldFund
930330,GEX,Gexan
920794,GETX,Guaranteed Ethurance Token Extra
597181,GET,Guaranteed Entrance Token
531089,GER,GermanCoin
3647,GEO,GeoCoin
843576,GENS,DAOstack
